Map,Roundtype,Blue Team,Red Team,time,len,KB,KR,UB,UR,FB
Rialto,Attack,AUS,CN,4:36,8,0,1,2,1,R
Rialto,Attack,AUS,CN,5:16,15,1,5,2,3,B
Rialto,Attack,AUS,CN,6:08,4,4,0,0,0,B
Rialto,Attack,AUS,CN,6:26,8,0,1,1,0,R
Rialto,Attack,AUS,CN,7:09,58,1,9,5,6,R
Rialto,Defense,AUS,CN,0:08,0,1,0,0,0,B
Rialto,Defense,AUS,CN,0:23,0,0,1,0,0,R
Rialto,Defense,AUS,CN,0:47,0,1,0,0,0,B
Rialto,Defense,AUS,CN,1:11,24,3,1,1,2,B
Rialto,Defense,AUS,CN,2:07,12,0,6,2,3,R
Rialto,Defense,AUS,CN,2:35,28,4,3,1,2,B
Rialto,Defense,AUS,CN,3:28,21,0,2,1,2,R
Rialto,Defense,AUS,CN,4:12,26,5,0,0,1,B
Rialto,Defense,AUS,CN,5:11,13,2,1,3,1,R
Rialto,Defense,AUS,CN,5:39,12,4,0,0,0,B
Rialto,Defense,AUS,CN,6:27,26,5,0,3,0,B
Lijiang Tower,Night Market,AUS,CN,0:21,10,0,4,0,1,R
Lijiang Tower,Night Market,AUS,CN,1:09,13,0,6,0,2,R
Lijiang Tower,Night Market,AUS,CN,1:54,0,1,0,0,0,B
Lijiang Tower,Night Market,AUS,CN,2:05,10,1,0,2,1,B
Lijiang Tower,Night Market,AUS,CN,2:41,8,2,0,1,0,B
Lijiang Tower,Night Market,AUS,CN,3:34,24,0,7,3,2,R
Lijiang Tower,Control Center,AUS,CN,0:43,15,0,4,0,0,R
Lijiang Tower,Control Center,AUS,CN,1:50,34,2,6,2,3,B
Lijiang Tower,Control Center,AUS,CN,2:38,20,1,3,1,1,R
Lijiang Tower,Control Center,AUS,CN,3:18,10,1,1,1,2,B
Oasis,Gardens,SP,TH,0:13,3,0,2,0,0,R
Oasis,Gardens,SP,TH,0:36,0,0,1,0,0,R
Oasis,Gardens,SP,TH,1:13,0,1,0,0,1,B
Oasis,Gardens,SP,TH,1:22,39,6,1,4,2,R
Oasis,Gardens,SP,TH,2:33,10,5,1,2,0,B
Oasis,Gardens,SP,TH,3:19,34,2,6,1,2,B
Oasis,Gardens,SP,TH,4:20,2,2,0,0,0,B
Oasis,Gardens,SP,TH,4:43,23,6,2,2,1,B
Oasis,City Center,SP,TH,0:32,20,6,1,0,0,B
Oasis,City Center,SP,TH,1:27,5,1,0,1,0,B
Oasis,City Center,SP,TH,2:11,0,0,1,0,0,R
Oasis,City Center,SP,TH,2:21,49,7,2,4,4,B
King's Row,Defense,SP,TH,0:22,18,3,0,0,0,B
King's Row,Defense,SP,TH,1:03,18,3,1,0,0,B
King's Row,Defense,SP,TH,1:38,10,4,0,3,0,B
King's Row,Defense,SP,TH,2:11,8,1,0,2,3,B
King's Row,Defense,SP,TH,2:39,11,0,6,1,0,R
King's Row,Defense,SP,TH,3:22,28,0,5,2,2,R
King's Row,Defense,SP,TH,4:07,15,3,1,1,1,B
King's Row,Defense,SP,TH,4:46,17,6,1,2,0,B
King's Row,Defense,SP,TH,5:33,23,5,1,1,2,B
King's Row,Defense,SP,TH,6:24,17,6,0,3,0,B
King's Row,Attack,SP,TH,0:42,0,0,1,0,0,R
King's Row,Attack,SP,TH,1:12,13,0,2,0,0,R
King's Row,Attack,SP,TH,1:48,11,1,2,1,2,R
King's Row,Attack,SP,TH,2:18,0,1,0,0,0,B
King's Row,Attack,SP,TH,2:27,18,2,1,1,2,B
King's Row,Attack,SP,TH,3:09,15,1,2,0,1,R
King's Row,Attack,SP,TH,3:46,4,0,1,0,1,R
Volskaya Industries,Defense,SP,TH,1:00,35,1,6,0,2,R
Volskaya Industries,Defense,SP,TH,2:13,45,4,7,3,3,B
Volskaya Industries,Defense,SP,TH,3:06,23,6,1,2,0,B
Volskaya Industries,Defense,SP,TH,4:10,14,0,3,1,4,R
Volskaya Industries,Defense,SP,TH,4:30,18,0,4,2,1,R
Volskaya Industries,Attack,SP,TH,0:57,23,0,6,0,0,R
Volskaya Industries,Attack,SP,TH,1:49,13,0,2,2,1,R
Volskaya Industries,Attack,SP,TH,2:17,5,1,3,1,0,R
Volskaya Industries,Attack,SP,TH,2:55,18,1,4,1,2,R
Volskaya Industries,Attack,SP,TH,3:36,28,2,6,0,2,R
Rialto,Defense,SP,TH,0:24,9,1,2,0,0,R
Rialto,Defense,SP,TH,1:08,17,1,6,0,1,R
Rialto,Defense,SP,TH,1:46,37,3,5,3,3,B
Rialto,Defense,SP,TH,2:43,20,2,0,1,2,B
Rialto,Defense,SP,TH,3:35,15,1,4,3,3,R
Rialto,Defense,SP,TH,4:13,5,0,1,0,2,R
Rialto,Defense,SP,TH,4:23,17,1,1,2,0,B
Rialto,Defense,SP,TH,5:01,24,6,4,1,0,R
Rialto,Defense,SP,TH,5:51,8,3,0,3,0,B
Rialto,Defense,SP,TH,6:32,30,0,5,4,5,R
Rialto,Defense,SP,TH,7:11,22,3,4,2,1,B
Rialto,Attack,SP,TH,0:28,18,3,8,0,0,R
Rialto,Attack,SP,TH,1:03,13,4,0,1,0,B
Rialto,Attack,SP,TH,1:41,11,0,4,2,1,R
Rialto,Attack,SP,TH,2:24,19,0,2,1,1,R
Rialto,Attack,SP,TH,3:06,21,1,2,3,1,R
Rialto,Attack,SP,TH,3:47,22,1,4,1,2,B
Nepal,Shrine,NL,FR,0:34,27,1,6,0,2,B
Nepal,Shrine,NL,FR,1:28,15,1,6,3,2,B
Nepal,Shrine,NL,FR,2:16,15,0,5,1,3,R
Nepal,Shrine,NL,FR,2:53,21,0,5,1,2,R
Nepal,Village,NL,FR,0:32,29,3,7,0,0,R
Nepal,Village,NL,FR,1:25,14,0,2,0,1,R
Nepal,Village,NL,FR,2:03,7,0,5,2,3,R
Nepal,Village,NL,FR,2:34,31,2,6,2,1,R
Nepal,Village,NL,FR,3:23,26,5,2,1,3,R
Nepal,Village,NL,FR,4:22,38,1,8,2,1,R
Blizzard World,Attack,NL,FR,0:33,0,1,0,0,0,B
Blizzard World,Attack,NL,FR,0:55,15,0,6,1,2,R
Blizzard World,Attack,NL,FR,1:51,48,8,3,5,2,R
Blizzard World,Attack,NL,FR,3:22,10,5,0,0,0,B
Blizzard World,Attack,NL,FR,4:04,16,0,4,0,1,R
Blizzard World,Attack,NL,FR,4:46,0,1,0,0,0,B
Blizzard World,Attack,NL,FR,5:08,13,0,4,0,0,R
Blizzard World,Attack,NL,FR,6:02,22,0,6,0,3,R
Blizzard World,Defense,NL,FR,0:27,1,1,1,0,0,B
Blizzard World,Defense,NL,FR,0:56,18,1,5,3,2,B
Blizzard World,Defense,NL,FR,1:55,16,5,1,0,1,B
Blizzard World,Defense,NL,FR,2:43,23,2,6,2,1,B
Blizzard World,Defense,NL,FR,5:30,16,1,6,0,0,R
Temple of Anubis,Attack,NL,FR,0:01,9,0,2,0,0,R
Temple of Anubis,Attack,NL,FR,0:30,11,0,3,0,0,R
Temple of Anubis,Attack,NL,FR,1:12,10,0,4,0,0,R
Temple of Anubis,Attack,NL,FR,1:44,0,0,1,0,0,R
Temple of Anubis,Attack,NL,FR,2:10,0,0,1,0,0,R
Temple of Anubis,Attack,NL,FR,2:25,19,0,6,1,2,R
Temple of Anubis,Attack,NL,FR,3:05,19,1,3,0,1,B
Temple of Anubis,Attack,NL,FR,3:47,49,7,8,3,3,R
Temple of Anubis,Defense,NL,FR,3:26,38,5,7,0,1,R
Rialto,Attack,NL,FR,0:24,0,0,1,0,0,R
Rialto,Attack,NL,FR,0:56,15,1,4,0,2,R
Rialto,Attack,NL,FR,1:27,27,0,5,1,1,R
Rialto,Attack,NL,FR,2:15,19,5,0,2,2,B
Rialto,Attack,NL,FR,2:59,14,5,0,0,1,B
Rialto,Attack,NL,FR,3:45,12,6,0,2,1,B
Rialto,Attack,NL,FR,4:12,4,2,0,0,0,B
Rialto,Attack,NL,FR,4:38,32,2,3,3,4,R
Rialto,Attack,NL,FR,5:34,19,6,0,0,0,B
Rialto,Attack,NL,FR,6:09,25,6,1,2,4,B
Rialto,Attack,NL,FR,7:05,22,5,0,2,1,B
Rialto,Attack,NL,FR,7:43,39,1,4,2,7,R
Rialto,Defense,NL,FR,0:12,18,1,5,0,1,R
Rialto,Defense,NL,FR,1:12,25,1,8,0,1,R
Rialto,Defense,NL,FR,2:11,25,1,6,0,2,R
Rialto,Defense,NL,FR,2:52,26,1,8,5,2,R
Rialto,Defense,NL,FR,3:50,10,1,5,0,1,R
Lijiang Tower,Control Center,GER,UK,0:31,0,0,1,0,0,R
Lijiang Tower,Control Center,GER,UK,0:54,15,1,4,4,2,R
Lijiang Tower,Control Center,GER,UK,1:48,26,6,1,1,0,B
Lijiang Tower,Control Center,GER,UK,2:36,9,1,0,3,1,B
Lijiang Tower,Control Center,GER,UK,3:15,18,4,0,1,2,B
Lijiang Tower,Control Center,GER,UK,3:59,16,0,2,3,3,R
Lijiang Tower,Control Center,GER,UK,4:49,14,0,5,0,2,R
Lijiang Tower,Garden,GER,UK,1:00,2,0,1,1,1,R
Lijiang Tower,Garden,GER,UK,1:31,13,1,4,0,0,R
Lijiang Tower,Garden,GER,UK,2:09,20,6,0,4,1,B
Lijiang Tower,Garden,GER,UK,3:00,61,9,6,5,5,R
Lijiang Tower,Garden,GER,UK,4:38,16,0,6,4,5,R
Blizzard World,Defense,GER,UK,0:25,2,1,1,0,0,R
Blizzard World,Defense,GER,UK,0:59,22,2,5,2,0,B
Blizzard World,Defense,GER,UK,2:01,6,1,1,0,1,B
Blizzard World,Defense,GER,UK,2:28,107,4,11,3,3,R
Blizzard World,Defense,GER,UK,4:39,0,0,1,0,0,R
Blizzard World,Defense,GER,UK,4:55,16,0,5,0,2,R
Blizzard World,Attack,GER,UK,0:37,35,7,1,0,0,B
Blizzard World,Attack,GER,UK,1:36,31,4,5,1,2,B
Blizzard World,Attack,GER,UK,2:31,15,2,0,1,0,B
Blizzard World,Attack,GER,UK,3:27,28,6,2,1,0,R
Blizzard World,Attack,GER,UK,4:23,12,1,2,0,1,R
Blizzard World,Attack,GER,UK,5:08,13,1,5,0,2,B
Blizzard World,Attack,GER,UK,5:44,5,0,4,0,0,R
Blizzard World,Attack,GER,UK,6:12,10,1,0,2,1,B
Blizzard World,Attack,GER,UK,6:38,29,4,4,1,1,B
Blizzard World,Attack,GER,UK,7:23,38,9,0,3,3,B
Blizzard World,Defense,GER,UK,0:21,0,0,1,0,0,R
Blizzard World,Defense,GER,UK,0:39,4,0,3,0,0,R
Volskaya Industries,Attack,GER,UK,0:36,15,5,0,0,0,B
Volskaya Industries,Attack,GER,UK,1:34,20,2,5,2,2,B
Volskaya Industries,Attack,GER,UK,2:24,30,4,1,1,3,B
Volskaya Industries,Attack,GER,UK,3:17,0,0,1,0,0,R
Volskaya Industries,Attack,GER,UK,3:53,15,3,0,2,0,B
Volskaya Industries,Defense,GER,UK,0:25,0,1,0,0,0,B
Volskaya Industries,Defense,GER,UK,0:43,23,4,2,1,0,R
Volskaya Industries,Defense,GER,UK,1:41,0,1,0,0,0,B
Volskaya Industries,Defense,GER,UK,2:15,9,0,2,1,1,R
Volskaya Industries,Defense,GER,UK,2:52,9,4,1,1,0,B
Volskaya Industries,Defense,GER,UK,3:27,15,0,5,0,0,R
Volskaya Industries,Defense,GER,UK,4:10,10,0,1,2,2,R
Volskaya Industries,Defense,GER,UK,4:35,31,5,6,0,0,R
Volskaya Industries,Defense,GER,UK,5:24,17,0,5,0,2,R
Volskaya Industries,Defense,GER,UK,0:36,1,1,1,0,0,R
Volskaya Industries,Defense,GER,UK,1:03,0,1,0,0,0,B
Volskaya Industries,Defense,GER,UK,1:35,8,3,0,1,0,B
Volskaya Industries,Defense,GER,UK,2:01,34,7,0,5,4,B
Volskaya Industries,Attack,GER,UK,0:31,0,0,1,0,0,R
Volskaya Industries,Attack,GER,UK,1:05,6,0,1,1,0,R
Volskaya Industries,Attack,GER,UK,1:26,0,0,1,0,0,R
Volskaya Industries,Attack,GER,UK,1:54,7,0,2,0,2,R
Volskaya Industries,Attack,GER,UK,2:34,39,8,2,4,3,B
Watchpoint: Gibraltar,Attack,GER,UK,0:55,0,1,0,0,0,B
Watchpoint: Gibraltar,Attack,GER,UK,1:19,23,6,2,1,3,R
Watchpoint: Gibraltar,Attack,GER,UK,2:03,6,1,0,3,0,B
Watchpoint: Gibraltar,Attack,GER,UK,2:15,61,3,5,2,1,R
Watchpoint: Gibraltar,Attack,GER,UK,3:42,14,0,2,0,1,R
Watchpoint: Gibraltar,Attack,GER,UK,4:55,14,1,1,0,1,B
Watchpoint: Gibraltar,Attack,GER,UK,5:52,36,0,8,0,2,R
Watchpoint: Gibraltar,Defense,GER,UK,1:16,16,2,2,2,1,R
Watchpoint: Gibraltar,Defense,GER,UK,1:41,24,0,5,2,2,R
Watchpoint: Gibraltar,Defense,GER,UK,2:37,32,2,7,1,1,B
Oasis,University,PL,IT,0:44,5,3,0,0,0,B
Oasis,University,PL,IT,1:10,20,5,2,2,1,B
Oasis,University,PL,IT,1:52,7,2,0,2,0,B
Oasis,University,PL,IT,2:26,20,0,6,1,3,R
Oasis,University,PL,IT,3:18,25,6,2,4,2,B
Oasis,University,PL,IT,4:05,13,0,3,0,1,R
Oasis,University,PL,IT,4:40,40,5,1,6,4,B
Oasis,Gardens,PL,IT,0:44,15,1,2,1,1,R
Oasis,Gardens,PL,IT,1:27,4,0,2,0,0,R
Oasis,Gardens,PL,IT,2:09,14,2,0,0,0,B
Oasis,Gardens,PL,IT,2:52,25,4,1,3,2,R
Oasis,Gardens,PL,IT,3:53,17,0,4,0,2,R
Oasis,Gardens,PL,IT,4:41,0,0,1,0,0,R
Oasis,Gardens,PL,IT,4:46,39,2,5,3,3,B
Oasis,City Center,PL,IT,0:39,38,2,6,1,2,R
Oasis,City Center,PL,IT,1:50,18,4,0,2,1,B
Oasis,City Center,PL,IT,3:04,10,3,2,1,0,B
Oasis,City Center,PL,IT,3:44,40,7,2,2,4,B
King's Row,Attack,PL,IT,0:38,16,4,1,0,0,B
King's Row,Attack,PL,IT,1:09,0,1,0,0,0,B
King's Row,Attack,PL,IT,1:46,18,6,0,3,1,B
King's Row,Attack,PL,IT,2:26,12,6,0,0,0,B
King's Row,Attack,PL,IT,3:01,24,1,3,2,1,B
King's Row,Attack,PL,IT,3:42,7,0,2,0,1,R
King's Row,Attack,PL,IT,3:59,23,0,2,0,1,R
King's Row,Attack,PL,IT,4:41,12,6,0,1,0,B
King's Row,Attack,PL,IT,5:11,11,5,0,2,1,B
King's Row,Attack,PL,IT,5:38,17,0,4,0,1,R
King's Row,Attack,PL,IT,6:28,38,10,0,3,1,B
King's Row,Defense,PL,IT,0:20,11,2,1,0,0,B
King's Row,Defense,PL,IT,1:07,11,4,0,1,0,B
King's Row,Defense,PL,IT,1:38,17,4,0,1,0,B
King's Row,Defense,PL,IT,2:20,9,0,1,1,0,R
King's Row,Defense,PL,IT,3:30,2,0,1,1,2,R
King's Row,Defense,PL,IT,4:07,14,3,0,1,1,B
King's Row,Defense,PL,IT,4:44,7,1,0,1,1,B
King's Row,Defense,PL,IT,4:59,27,3,0,1,0,B
King's Row,Defense,PL,IT,5:59,16,0,5,0,0,R
King's Row,Defense,PL,IT,6:27,18,0,3,1,2,R
King's Row,Defense,PL,IT,6:50,11,0,1,0,1,R
King's Row,Defense,PL,IT,7:20,59,2,8,4,4,B
King's Row,Defense,PL,IT,0:22,18,1,3,0,0,R
King's Row,Defense,PL,IT,0:58,4,0,3,0,0,R
King's Row,Defense,PL,IT,1:52,9,0,5,0,1,R
King's Row,Defense,PL,IT,2:41,23,2,6,1,0,R
King's Row,Defense,PL,IT,3:22,11,5,0,3,1,B
King's Row,Attack,PL,IT,0:42,8,1,3,0,0,R
King's Row,Attack,PL,IT,1:23,13,0,2,2,2,R
King's Row,Attack,PL,IT,1:50,36,6,4,3,2,R
King's Row,Attack,PL,IT,3:12,6,0,3,1,1,R
Horizon Lunar Colony,Attack,PL,IT,1:22,17,0,5,1,3,R
Horizon Lunar Colony,Attack,PL,IT,2:20,32,6,1,2,1,B
Horizon Lunar Colony,Attack,PL,IT,3:52,11,3,2,0,1,B
Horizon Lunar Colony,Attack,PL,IT,4:13,47,3,3,2,3,B
Horizon Lunar Colony,Attack,PL,IT,5:27,15,1,3,0,1,R
Horizon Lunar Colony,Attack,PL,IT,6:35,16,0,3,0,1,R
Horizon Lunar Colony,Attack,PL,IT,7:26,27,8,0,5,2,B
Horizon Lunar Colony,Defense,PL,IT,0:13,0,1,0,0,0,B
Horizon Lunar Colony,Defense,PL,IT,0:29,15,1,1,0,1,B
Horizon Lunar Colony,Defense,PL,IT,1:14,9,6,0,0,0,B
Horizon Lunar Colony,Defense,PL,IT,1:50,15,3,3,1,2,B
Horizon Lunar Colony,Defense,PL,IT,2:32,2,1,0,0,1,B
Horizon Lunar Colony,Defense,PL,IT,2:45,19,4,0,1,1,B
Horizon Lunar Colony,Defense,PL,IT,3:48,18,1,6,1,1,R
Horizon Lunar Colony,Defense,PL,IT,4:34,13,4,0,2,0,B
Horizon Lunar Colony,Defense,PL,IT,5:03,4,1,1,0,0,B
Horizon Lunar Colony,Defense,PL,IT,5:19,7,3,0,0,1,B
Horizon Lunar Colony,Defense,PL,IT,6:05,37,5,2,2,4,R
Horizon Lunar Colony,Defense,PL,IT,7:18,5,5,0,1,0,B
Horizon Lunar Colony,Defense,PL,IT,7:51,0,1,0,0,0,B
Horizon Lunar Colony,Defense,PL,IT,8:04,12,4,1,3,0,B
Junkertown,Attack,PL,IT,0:47,13,4,0,0,1,B
Junkertown,Attack,PL,IT,1:26,16,5,0,2,1,B
Junkertown,Attack,PL,IT,2:13,16,5,0,2,0,B
Junkertown,Attack,PL,IT,2:55,20,0,6,1,3,R
Junkertown,Attack,PL,IT,4:07,0,0,1,0,0,R
Junkertown,Attack,PL,IT,4:55,21,0,3,0,0,R
Junkertown,Attack,PL,IT,5:30,14,0,4,2,3,R
Junkertown,Attack,PL,IT,6:13,16,1,2,0,2,R
Junkertown,Attack,PL,IT,6:46,5,3,0,0,0,B
Junkertown,Attack,PL,IT,7:24,10,6,1,1,0,R
Junkertown,Attack,PL,IT,8:07,25,0,7,0,2,R
Junkertown,Defense,PL,IT,0:29,18,0,2,0,2,R
Junkertown,Defense,PL,IT,1:06,25,3,1,2,1,B
Junkertown,Defense,PL,IT,2:17,23,4,0,1,0,B
Junkertown,Defense,PL,IT,3:02,32,4,1,2,3,B
Junkertown,Defense,PL,IT,4:00,18,1,5,1,0,R
Junkertown,Defense,PL,IT,4:30,21,0,5,1,2,R
Junkertown,Defense,PL,IT,5:16,13,1,6,0,2,B
Junkertown,Defense,PL,IT,5:55,10,3,0,0,0,B
Junkertown,Defense,PL,IT,6:36,16,5,0,0,0,B
Junkertown,Defense,PL,IT,7:15,6,0,1,1,1,R
Lijiang Tower,Night Market,PL,IT,0:18,10,4,1,0,0,B
Lijiang Tower,Night Market,PL,IT,0:47,20,4,0,2,3,B
Lijiang Tower,Night Market,PL,IT,1:30,11,2,4,1,1,B
Lijiang Tower,Night Market,PL,IT,1:52,28,3,1,2,1,R
Lijiang Tower,Night Market,PL,IT,2:27,30,5,0,2,2,B
Lijiang Tower,Garden,PL,IT,0:39,20,0,6,0,1,R
Lijiang Tower,Garden,PL,IT,1:37,21,0,6,1,2,R
Lijiang Tower,Garden,PL,IT,2:35,17,6,0,0,0,B
Lijiang Tower,Garden,PL,IT,3:31,11,0,6,1,0,R
Lijiang Tower,Control Center,PL,IT,0:25,0,0,2,0,0,R
Lijiang Tower,Control Center,PL,IT,0:46,25,6,0,3,1,B
Lijiang Tower,Control Center,PL,IT,1:41,19,1,5,0,0,R
Lijiang Tower,Control Center,PL,IT,2:28,34,3,5,3,3,B
Lijiang Tower,Control Center,PL,IT,3:24,29,5,2,2,1,B
Lijiang Tower,Control Center,PL,IT,4:20,25,1,5,2,2,R
Ilios,Well,NL,GER,0:29,17,4,0,0,0,B
Ilios,Well,NL,GER,1:26,8,6,2,0,0,B
Ilios,Well,NL,GER,2:28,18,6,0,0,0,B
Ilios,Lighthouse,NL,GER,0:29,0,0,1,0,0,R
Ilios,Lighthouse,NL,GER,0:50,4,3,2,0,0,B
Ilios,Lighthouse,NL,GER,1:16,21,0,6,0,2,R
Ilios,Lighthouse,NL,GER,1:54,46,2,7,5,4,R
Ilios,Lighthouse,NL,GER,3:05,8,0,1,0,1,R
Ilios,Lighthouse,NL,GER,3:41,39,2,9,1,2,B
Ilios,Ruins,NL,GER,1:12,20,5,3,0,0,B
Ilios,Ruins,NL,GER,2:07,50,5,5,2,2,B
Ilios,Ruins,NL,GER,3:22,18,2,3,0,2,B
Ilios,Ruins,NL,GER,4:05,14,0,5,2,1,R
Ilios,Ruins,NL,GER,4:50,47,7,4,2,3,B
Blizzard World,Defense,NL,GER,1:03,8,2,0,0,0,B
Blizzard World,Defense,NL,GER,1:41,10,1,1,1,2,B
Blizzard World,Defense,NL,GER,2:27,30,0,5,3,4,R
Blizzard World,Defense,NL,GER,3:30,18,5,0,0,0,B
Blizzard World,Defense,NL,GER,4:26,20,4,0,2,3,B
Blizzard World,Defense,NL,GER,5:07,24,5,2,2,1,R
Blizzard World,Defense,NL,GER,6:00,17,3,3,1,1,R
Blizzard World,Defense,NL,GER,6:38,19,4,0,3,1,B
Blizzard World,Attack,NL,GER,0:38,8,1,2,0,1,R
Blizzard World,Attack,NL,GER,1:18,11,2,1,0,2,B
Blizzard World,Attack,NL,GER,1:44,12,1,0,1,0,B
Blizzard World,Attack,NL,GER,2:04,29,3,2,0,2,R
Blizzard World,Attack,NL,GER,3:13,13,5,0,0,0,B
Volskaya Industries,Defense,NL,GER,0:31,0,1,0,0,0,B
Volskaya Industries,Defense,NL,GER,0:59,3,1,1,0,1,B
Volskaya Industries,Defense,NL,GER,1:28,24,0,6,1,1,R
Volskaya Industries,Defense,NL,GER,2:23,33,3,5,1,3,R
Volskaya Industries,Defense,NL,GER,3:34,5,3,0,0,0,B
Volskaya Industries,Defense,NL,GER,4:07,9,4,0,0,0,B
Volskaya Industries,Defense,NL,GER,4:39,6,3,0,0,0,B
Volskaya Industries,Defense,NL,GER,5:15,59,2,6,4,5,R
Volskaya Industries,Defense,NL,GER,6:57,17,3,0,0,0,B
Volskaya Industries,Defense,NL,GER,7:45,9,1,0,2,2,B
Volskaya Industries,Attack,NL,GER,0:40,0,0,1,0,0,R
Volskaya Industries,Attack,NL,GER,0:55,14,5,0,2,0,B
Volskaya Industries,Attack,NL,GER,1:40,32,1,6,2,4,R
Volskaya Industries,Attack,NL,GER,2:37,0,0,1,0,0,R
Volskaya Industries,Attack,NL,GER,3:28,6,0,3,0,0,R
Volskaya Industries,Attack,NL,GER,4:10,38,4,0,5,4,B
Rialto,Defense,NL,GER,0:14,0,1,0,0,0,B
Rialto,Defense,NL,GER,0:33,10,0,5,0,2,R
Rialto,Defense,NL,GER,1:13,14,4,4,3,2,B
Rialto,Defense,NL,GER,1:31,12,0,1,0,1,R
Rialto,Defense,NL,GER,1:58,34,0,10,1,4,R
Rialto,Defense,NL,GER,2:54,11,4,0,1,2,B
Rialto,Defense,NL,GER,3:30,28,2,4,1,1,R
Rialto,Defense,NL,GER,4:15,6,1,0,2,1,B
Rialto,Defense,NL,GER,4:53,14,1,5,0,1,R
Rialto,Defense,NL,GER,5:42,0,0,1,0,0,R
Rialto,Defense,NL,GER,6:08,14,0,2,0,1,R
Rialto,Defense,NL,GER,6:49,20,4,0,1,2,B
Rialto,Defense,NL,GER,7:37,18,4,0,3,3,B
Rialto,Attack,NL,GER,0:53,18,3,2,0,0,B
Rialto,Attack,NL,GER,1:35,37,7,1,2,5,B
Rialto,Attack,NL,GER,2:49,9,2,0,1,0,B
Rialto,Attack,NL,GER,3:36,23,5,0,2,1,B
Rialto,Attack,NL,GER,4:26,13,5,0,1,0,B
Nepal,Village,PL,UK,0:29,20,4,0,0,0,B
Nepal,Village,PL,UK,1:15,18,1,6,3,3,R
Nepal,Village,PL,UK,1:58,15,0,4,1,1,R
Nepal,Village,PL,UK,2:42,15,0,4,0,3,R
Nepal,Village,PL,UK,3:25,14,2,1,1,1,B
Nepal,Village,PL,UK,3:51,26,0,6,4,3,R
Nepal,Shrine,PL,UK,0:30,28,6,2,0,0,R
Nepal,Shrine,PL,UK,1:17,6,3,0,1,0,B
Nepal,Shrine,PL,UK,1:44,51,2,6,4,3,R
Nepal,Shrine,PL,UK,2:51,10,1,0,0,1,B
Nepal,Shrine,PL,UK,3:08,11,1,0,0,0,B
Nepal,Shrine,PL,UK,3:26,26,1,2,0,2,B
Nepal,Shrine,PL,UK,4:28,30,1,3,1,3,B
Numbani,Defense,PL,UK,0:19,10,2,0,0,0,B
Numbani,Defense,PL,UK,1:16,15,1,5,0,0,R
Numbani,Defense,PL,UK,1:56,9,1,0,3,1,B
Numbani,Defense,PL,UK,2:32,9,1,5,0,1,R
Numbani,Defense,PL,UK,3:08,10,0,6,2,2,R
Numbani,Defense,PL,UK,4:31,8,0,1,0,0,R
Numbani,Defense,PL,UK,5:08,14,0,6,0,0,R
Numbani,Attack,PL,UK,0:29,12,1,3,0,0,R
Numbani,Attack,PL,UK,0:58,18,2,3,0,2,R
Numbani,Attack,PL,UK,1:42,6,2,1,2,1,B
Numbani,Attack,PL,UK,2:03,37,6,1,3,2,B
Numbani,Attack,PL,UK,3:11,19,0,5,0,1,R
Numbani,Attack,PL,UK,3:51,11,0,5,0,1,R
Numbani,Attack,PL,UK,4:18,22,1,6,1,1,R
Numbani,Attack,PL,UK,5:14,13,0,4,0,0,R
Numbani,Attack,PL,UK,5:45,14,0,4,1,1,R
Numbani,Attack,PL,UK,6:13,17,0,3,0,2,R
Horizon Lunar Colony,Attack,PL,UK,1:00,5,1,1,0,0,R
Horizon Lunar Colony,Attack,PL,UK,1:26,22,0,5,0,2,R
Horizon Lunar Colony,Attack,PL,UK,2:20,9,0,4,1,1,R
Horizon Lunar Colony,Attack,PL,UK,3:23,6,2,0,1,1,B
Horizon Lunar Colony,Attack,PL,UK,3:48,52,6,3,3,4,B
Horizon Lunar Colony,Attack,PL,UK,5:30,14,0,2,0,0,R
Horizon Lunar Colony,Attack,PL,UK,6:37,20,4,0,2,1,B
Horizon Lunar Colony,Defense,PL,UK,0:22,7,1,2,0,0,B
Horizon Lunar Colony,Defense,PL,UK,0:44,0,0,1,0,0,R
Horizon Lunar Colony,Defense,PL,UK,1:02,13,1,5,1,1,R
Horizon Lunar Colony,Defense,PL,UK,1:31,48,6,8,4,4,R
Horizon Lunar Colony,Defense,PL,UK,2:44,14,1,1,1,1,R
Horizon Lunar Colony,Defense,PL,UK,3:22,11,1,0,2,1,B
Horizon Lunar Colony,Defense,PL,UK,4:03,12,2,0,1,1,B
Horizon Lunar Colony,Defense,PL,UK,4:39,1,1,0,1,0,B
Horizon Lunar Colony,Defense,PL,UK,5:24,14,2,3,0,1,B
Horizon Lunar Colony,Attack,PL,UK,0:49,21,3,2,0,1,B
Horizon Lunar Colony,Attack,PL,UK,1:33,39,5,2,4,5,B
Horizon Lunar Colony,Defense,PL,UK,0:28,0,1,0,0,0,B
Horizon Lunar Colony,Defense,PL,UK,0:53,2,1,1,0,0,R
Horizon Lunar Colony,Defense,PL,UK,1:21,9,3,3,2,1,R
Horizon Lunar Colony,Defense,PL,UK,1:58,15,0,5,1,2,R
Horizon Lunar Colony,Defense,PL,UK,2:49,18,1,4,3,4,R
Dorado,Defense,PL,UK,0:52,0,0,1,0,0,R
Dorado,Defense,PL,UK,1:01,25,0,6,1,1,R
Dorado,Defense,PL,UK,2:05,21,0,3,1,2,R
Dorado,Defense,PL,UK,2:48,34,3,1,1,0,R
